Etc/GMT+12,DD/MM/YYYY
Etc/GMT+11,DD/MM/YYYY
MIT,DD/MM/YYYY
Pacific/Apia,DD/MM/YYYY
Pacific/Midway,DD/MM/YYYY
Pacific/Niue,DD/MM/YYYY
Pacific/Pago_Pago,DD/MM/YYYY
Pacific/Samoa,DD/MM/YYYY
US/Samoa,MM/DD/YYYY
America/Adak,MM/DD/YYYY
America/Atka,MM/DD/YYYY
Etc/GMT+10,DD/MM/YYYY
HST,DD/MM/YYYY
Pacific/Fakaofo,DD/MM/YYYY
Pacific/Honolulu,DD/MM/YYYY
Pacific/Johnston,DD/MM/YYYY
Pacific/Rarotonga,DD/MM/YYYY
Pacific/Tahiti,DD/MM/YYYY
SystemV/HST10,DD/MM/YYYY
US/Aleutian,MM/DD/YYYY
US/Hawaii,MM/DD/YYYY
Pacific/Marquesas,DD/MM/YYYY
AST,DD/MM/YYYY
America/Anchorage,MM/DD/YYYY
America/Juneau,MM/DD/YYYY
America/Nome,MM/DD/YYYY
America/Yakutat,MM/DD/YYYY
Etc/GMT+9,DD/MM/YYYY
Pacific/Gambier,DD/MM/YYYY
SystemV/YST9,DD/MM/YYYY
SystemV/YST9YDT,DD/MM/YYYY
US/Alaska,MM/DD/YYYY
America/Dawson,MM/DD/YYYY
America/Ensenada,MM/DD/YYYY
America/Los_Angeles,MM/DD/YYYY
America/Tijuana,MM/DD/YYYY
America/Vancouver,MM/DD/YYYY
America/Whitehorse,MM/DD/YYYY
Canada/Pacific,MM/DD/YYYY
Canada/Yukon,MM/DD/YYYY
Etc/GMT+8,DD/MM/YYYY
Mexico/BajaNorte,DD/MM/YYYY
PST,MM/DD/YYYY
PST8PDT,DD/MM/YYYY
Pacific/Pitcairn,DD/MM/YYYY
SystemV/PST8,DD/MM/YYYY
SystemV/PST8PDT,DD/MM/YYYY
US/Pacific,MM/DD/YYYY
US/Pacific-New,MM/DD/YYYY
America/Boise,MM/DD/YYYY
America/Cambridge_Bay,MM/DD/YYYY
America/Chihuahua,MM/DD/YYYY
America/Dawson_Creek,MM/DD/YYYY
America/Denver,MM/DD/YYYY
America/Edmonton,MM/DD/YYYY
America/Hermosillo,MM/DD/YYYY
America/Inuvik,MM/DD/YYYY
America/Mazatlan,MM/DD/YYYY
America/Phoenix,MM/DD/YYYY
America/Shiprock,MM/DD/YYYY
America/Yellowknife,MM/DD/YYYY
Canada/Mountain,MM/DD/YYYY
Etc/GMT+7,DD/MM/YYYY
MST,MM/DD/YYYY
MST7MDT,MM/DD/YYYY
Mexico/BajaSur,DD/MM/YYYY
Navajo,DD/MM/YYYY
PNT,DD/MM/YYYY
SystemV/MST7,DD/MM/YYYY
SystemV/MST7MDT,DD/MM/YYYY
US/Arizona,MM/DD/YYYY
US/Mountain,MM/DD/YYYY
America/Belize,MM/DD/YYYY
America/Cancun,MM/DD/YYYY
America/Chicago,MM/DD/YYYY
America/Costa_Rica,MM/DD/YYYY
America/El_Salvador,MM/DD/YYYY
America/Guatemala,MM/DD/YYYY
America/Managua,MM/DD/YYYY
America/Menominee,MM/DD/YYYY
America/Merida,MM/DD/YYYY
America/Mexico_City,MM/DD/YYYY
America/Monterrey,MM/DD/YYYY
America/North_Dakota/Center,MM/DD/YYYY
America/Rainy_River,MM/DD/YYYY
America/Rankin_Inlet,MM/DD/YYYY
America/Regina,MM/DD/YYYY
America/Swift_Current,MM/DD/YYYY
America/Tegucigalpa,MM/DD/YYYY
America/Winnipeg,MM/DD/YYYY
CST,MM/DD/YYYY
CST6CDT,MM/DD/YYYY
Canada/Central,MM/DD/YYYY
Canada/East-Saskatchewan,MM/DD/YYYY
Canada/Saskatchewan,MM/DD/YYYY
Chile/EasterIsland,DD/MM/YYYY
Etc/GMT+6,DD/MM/YYYY
Mexico/General,DD/MM/YYYY
Pacific/Easter,DD/MM/YYYY
Pacific/Galapagos,DD/MM/YYYY
SystemV/CST6,DD/MM/YYYY
SystemV/CST6CDT,DD/MM/YYYY
US/Central,MM/DD/YYYY
America/Bogota,MM/DD/YYYY
America/Cayman,MM/DD/YYYY
America/Detroit,MM/DD/YYYY
America/Eirunepe,MM/DD/YYYY
America/Fort_Wayne,MM/DD/YYYY
America/Grand_Turk,MM/DD/YYYY
America/Guayaquil,MM/DD/YYYY
America/Havana,MM/DD/YYYY
America/Indiana/Indianapolis,MM/DD/YYYY
America/Indiana/Knox,MM/DD/YYYY
America/Indiana/Marengo,MM/DD/YYYY
America/Indiana/Vevay,MM/DD/YYYY
America/Indianapolis,MM/DD/YYYY
America/Iqaluit,MM/DD/YYYY
America/Jamaica,MM/DD/YYYY
America/Kentucky/Louisville,MM/DD/YYYY
America/Kentucky/Monticello,MM/DD/YYYY
America/Knox_IN,MM/DD/YYYY
America/Lima,MM/DD/YYYY
America/Louisville,MM/DD/YYYY
America/Montreal,MM/DD/YYYY
America/Nassau,MM/DD/YYYY
America/New_York,MM/DD/YYYY
America/Nipigon,MM/DD/YYYY
America/Panama,MM/DD/YYYY
America/Pangnirtung,MM/DD/YYYY
America/Port-au-Prince,MM/DD/YYYY
America/Porto_Acre,MM/DD/YYYY
America/Rio_Branco,MM/DD/YYYY
America/Thunder_Bay,MM/DD/YYYY
America/Toronto,MM/DD/YYYY
Brazil/Acre,DD/MM/YYYY
Canada/Eastern,MM/DD/YYYY
Cuba,DD/MM/YYYY
EST,MM/DD/YYYY
EST5EDT,MM/DD/YYYY
Etc/GMT+5,DD/MM/YYYY
IET,DD/MM/YYYY
Jamaica,DD/MM/YYYY
SystemV/EST5,DD/MM/YYYY
SystemV/EST5EDT,DD/MM/YYYY
US/East-Indiana,MM/DD/YYYY
US/Eastern,MM/DD/YYYY
US/Indiana-Starke,MM/DD/YYYY
US/Michigan,MM/DD/YYYY
America/Anguilla,MM/DD/YYYY
America/Antigua,MM/DD/YYYY
America/Aruba,MM/DD/YYYY
America/Asuncion,MM/DD/YYYY
America/Barbados,MM/DD/YYYY
America/Boa_Vista,MM/DD/YYYY
America/Campo_Grande,MM/DD/YYYY
America/Caracas,MM/DD/YYYY
America/Cuiaba,MM/DD/YYYY
America/Curacao,MM/DD/YYYY
America/Dominica,MM/DD/YYYY
America/Glace_Bay,MM/DD/YYYY
America/Goose_Bay,MM/DD/YYYY
America/Grenada,MM/DD/YYYY
America/Guadeloupe,MM/DD/YYYY
America/Guyana,MM/DD/YYYY
America/Halifax,MM/DD/YYYY
America/La_Paz,MM/DD/YYYY
America/Manaus,MM/DD/YYYY
America/Martinique,MM/DD/YYYY
America/Montserrat,MM/DD/YYYY
America/Port_of_Spain,MM/DD/YYYY
America/Porto_Velho,MM/DD/YYYY
America/Puerto_Rico,MM/DD/YYYY
America/Santiago,MM/DD/YYYY
America/Santo_Domingo,MM/DD/YYYY
America/St_Kitts,MM/DD/YYYY
America/St_Lucia,MM/DD/YYYY
America/St_Thomas,MM/DD/YYYY
America/St_Vincent,MM/DD/YYYY
America/Thule,MM/DD/YYYY
America/Tortola,MM/DD/YYYY
America/Virgin,MM/DD/YYYY
Antarctica/Palmer,DD/MM/YYYY
Atlantic/Bermuda,DD/MM/YYYY
Atlantic/Stanley,DD/MM/YYYY
Brazil/West,DD/MM/YYYY
Canada/Atlantic,MM/DD/YYYY
Chile/Continental,DD/MM/YYYY
Etc/GMT+4,DD/MM/YYYY
PRT,DD/MM/YYYY
SystemV/AST4,DD/MM/YYYY
SystemV/AST4ADT,DD/MM/YYYY
America/St_Johns,MM/DD/YYYY
CNT,DD/MM/YYYY
Canada/Newfoundland,MM/DD/YYYY
AGT,DD/MM/YYYY
America/Araguaina,MM/DD/YYYY
America/Bahia,MM/DD/YYYY
America/Belem,MM/DD/YYYY
America/Buenos_Aires,MM/DD/YYYY
America/Catamarca,MM/DD/YYYY
America/Cayenne,MM/DD/YYYY
America/Cordoba,MM/DD/YYYY
America/Fortaleza,MM/DD/YYYY
America/Godthab,MM/DD/YYYY
America/Jujuy,MM/DD/YYYY
America/Maceio,MM/DD/YYYY
America/Mendoza,MM/DD/YYYY
America/Miquelon,MM/DD/YYYY
America/Montevideo,MM/DD/YYYY
America/Paramaribo,MM/DD/YYYY
America/Recife,MM/DD/YYYY
America/Rosario,MM/DD/YYYY
America/Sao_Paulo,MM/DD/YYYY
Antarctica/Rothera,MM/DD/YYYY
BET,DD/MM/YYYY
Brazil/East,DD/MM/YYYY
Etc/GMT+3,DD/MM/YYYY
America/Noronha,MM/DD/YYYY
Atlantic/South_Georgia,DD/MM/YYYY
Brazil/DeNoronha,DD/MM/YYYY
Etc/GMT+2,DD/MM/YYYY
America/Scoresbysund,MM/DD/YYYY
Atlantic/Azores,DD/MM/YYYY
Atlantic/Cape_Verde,DD/MM/YYYY
Etc/GMT+1,DD/MM/YYYY
Africa/Abidjan,DD/MM/YYYY
Africa/Accra,DD/MM/YYYY
Africa/Bamako,DD/MM/YYYY
Africa/Banjul,DD/MM/YYYY
Africa/Bissau,DD/MM/YYYY
Africa/Casablanca,DD/MM/YYYY
Africa/Conakry,DD/MM/YYYY
Africa/Dakar,DD/MM/YYYY
Africa/El_Aaiun,DD/MM/YYYY
Africa/Freetown,DD/MM/YYYY
Africa/Lome,DD/MM/YYYY
Africa/Monrovia,DD/MM/YYYY
Africa/Nouakchott,DD/MM/YYYY
Africa/Ouagadougou,DD/MM/YYYY
Africa/Sao_Tome,DD/MM/YYYY
Africa/Timbuktu,DD/MM/YYYY
America/Danmarkshavn,DD/MM/YYYY
Atlantic/Canary,DD/MM/YYYY
Atlantic/Faeroe,DD/MM/YYYY
Atlantic/Madeira,DD/MM/YYYY
Atlantic/Reykjavik,DD/MM/YYYY
Atlantic/St_Helena,DD/MM/YYYY
Eire,DD/MM/YYYY
Etc/GMT,DD/MM/YYYY
Etc/GMT+0,DD/MM/YYYY
Etc/GMT-0,DD/MM/YYYY
Etc/GMT0,DD/MM/YYYY
Etc/Greenwich,DD/MM/YYYY
Etc/UCT,DD/MM/YYYY
Etc/UTC,DD/MM/YYYY
Etc/Universal,DD/MM/YYYY
Etc/Zulu,DD/MM/YYYY
Europe/Belfast,DD/MM/YYYY
Europe/Dublin,DD/MM/YYYY
Europe/Lisbon,DD/MM/YYYY
Europe/London,DD/MM/YYYY
GB,DD/MM/YYYY
GB-Eire,DD/MM/YYYY
GMT,DD/MM/YYYY
GMT0,DD/MM/YYYY
Greenwich,DD/MM/YYYY
Iceland,DD/MM/YYYY
Portugal,DD/MM/YYYY
UCT,DD/MM/YYYY
UTC,DD/MM/YYYY
Universal,DD/MM/YYYY
WET,DD/MM/YYYY
Zulu,DD/MM/YYYY
Africa/Algiers,DD/MM/YYYY
Africa/Bangui,DD/MM/YYYY
Africa/Brazzaville,DD/MM/YYYY
Africa/Ceuta,DD/MM/YYYY
Africa/Douala,DD/MM/YYYY
Africa/Kinshasa,DD/MM/YYYY
Africa/Lagos,DD/MM/YYYY
Africa/Libreville,DD/MM/YYYY
Africa/Luanda,DD/MM/YYYY
Africa/Malabo,DD/MM/YYYY
Africa/Ndjamena,DD/MM/YYYY
Africa/Niamey,DD/MM/YYYY
Africa/Porto-Novo,DD/MM/YYYY
Africa/Tunis,DD/MM/YYYY
Africa/Windhoek,DD/MM/YYYY
Arctic/Longyearbyen,DD/MM/YYYY
Atlantic/Jan_Mayen,DD/MM/YYYY
CET,DD/MM/YYYY
ECT,DD/MM/YYYY
Etc/GMT-1,DD/MM/YYYY
Europe/Amsterdam,DD/MM/YYYY
Europe/Andorra,DD/MM/YYYY
Europe/Belgrade,DD/MM/YYYY
Europe/Berlin,DD/MM/YYYY
Europe/Bratislava,DD/MM/YYYY
Europe/Brussels,DD/MM/YYYY
Europe/Budapest,DD/MM/YYYY
Europe/Copenhagen,DD/MM/YYYY
Europe/Gibraltar,DD/MM/YYYY
Europe/Ljubljana,DD/MM/YYYY
Europe/Luxembourg,DD/MM/YYYY
Europe/Madrid,DD/MM/YYYY
Europe/Malta,DD/MM/YYYY
Europe/Monaco,DD/MM/YYYY
Europe/Oslo,DD/MM/YYYY
Europe/Paris,DD/MM/YYYY
Europe/Prague,DD/MM/YYYY
Europe/Rome,DD/MM/YYYY
Europe/San_Marino,DD/MM/YYYY
Europe/Sarajevo,DD/MM/YYYY
Europe/Skopje,DD/MM/YYYY
Europe/Stockholm,DD/MM/YYYY
Europe/Tirane,DD/MM/YYYY
Europe/Vaduz,DD/MM/YYYY
Europe/Vatican,DD/MM/YYYY
Europe/Vienna,DD/MM/YYYY
Europe/Warsaw,DD/MM/YYYY
Europe/Zagreb,DD/MM/YYYY
Europe/Zurich,DD/MM/YYYY
MET,DD/MM/YYYY
Poland,DD/MM/YYYY
ART,DD/MM/YYYY
Africa/Blantyre,DD/MM/YYYY
Africa/Bujumbura,DD/MM/YYYY
Africa/Cairo,DD/MM/YYYY
Africa/Gaborone,DD/MM/YYYY
Africa/Harare,DD/MM/YYYY
Africa/Johannesburg,DD/MM/YYYY
Africa/Kigali,DD/MM/YYYY
Africa/Lubumbashi,DD/MM/YYYY
Africa/Lusaka,DD/MM/YYYY
Africa/Maputo,DD/MM/YYYY
Africa/Maseru,DD/MM/YYYY
Africa/Mbabane,DD/MM/YYYY
Africa/Tripoli,DD/MM/YYYY
Asia/Amman,DD/MM/YYYY
Asia/Beirut,DD/MM/YYYY
Asia/Damascus,DD/MM/YYYY
Asia/Gaza,DD/MM/YYYY
Asia/Istanbul,DD/MM/YYYY
Asia/Jerusalem,DD/MM/YYYY
Asia/Nicosia,DD/MM/YYYY
Asia/Tel_Aviv,DD/MM/YYYY
CAT,DD/MM/YYYY
EET,DD/MM/YYYY
Egypt,DD/MM/YYYY
Etc/GMT-2,DD/MM/YYYY
Europe/Athens,DD/MM/YYYY
Europe/Bucharest,DD/MM/YYYY
Europe/Chisinau,DD/MM/YYYY
Europe/Helsinki,DD/MM/YYYY
Europe/Istanbul,DD/MM/YYYY
Europe/Kaliningrad,DD/MM/YYYY
Europe/Kiev,DD/MM/YYYY
Europe/Minsk,DD/MM/YYYY
Europe/Nicosia,DD/MM/YYYY
Europe/Riga,DD/MM/YYYY
Europe/Simferopol,DD/MM/YYYY
Europe/Sofia,DD/MM/YYYY
Europe/Tallinn,DD/MM/YYYY
Europe/Tiraspol,DD/MM/YYYY
Europe/Uzhgorod,DD/MM/YYYY
Europe/Vilnius,DD/MM/YYYY
Europe/Zaporozhye,DD/MM/YYYY
Israel,DD/MM/YYYY
Libya,DD/MM/YYYY
Turkey,DD/MM/YYYY
Africa/Addis_Ababa,DD/MM/YYYY
Africa/Asmera,DD/MM/YYYY
Africa/Dar_es_Salaam,DD/MM/YYYY
Africa/Djibouti,DD/MM/YYYY
Africa/Kampala,DD/MM/YYYY
Africa/Khartoum,DD/MM/YYYY
Africa/Mogadishu,DD/MM/YYYY
Africa/Nairobi,DD/MM/YYYY
Antarctica/Syowa,DD/MM/YYYY
Asia/Aden,DD/MM/YYYY
Asia/Baghdad,DD/MM/YYYY
Asia/Bahrain,DD/MM/YYYY
Asia/Kuwait,DD/MM/YYYY
Asia/Qatar,DD/MM/YYYY
Asia/Riyadh,DD/MM/YYYY
EAT,DD/MM/YYYY
Etc/GMT-3,DD/MM/YYYY
Europe/Moscow,DD/MM/YYYY
Indian/Antananarivo,DD/MM/YYYY
Indian/Comoro,DD/MM/YYYY
Indian/Mayotte,DD/MM/YYYY
W-SU,DD/MM/YYYY
Asia/Riyadh87,DD/MM/YYYY
Asia/Riyadh88,DD/MM/YYYY
Asia/Riyadh89,DD/MM/YYYY
Mideast/Riyadh87,DD/MM/YYYY
Mideast/Riyadh88,DD/MM/YYYY
Mideast/Riyadh89,DD/MM/YYYY
Asia/Tehran,DD/MM/YYYY
Iran,DD/MM/YYYY
Asia/Aqtau,DD/MM/YYYY
Asia/Baku,DD/MM/YYYY
Asia/Dubai,DD/MM/YYYY
Asia/Muscat,DD/MM/YYYY
Asia/Oral,DD/MM/YYYY
Asia/Tbilisi,DD/MM/YYYY
Asia/Yerevan,DD/MM/YYYY
Etc/GMT-4,DD/MM/YYYY
Europe/Samara,DD/MM/YYYY
Indian/Mahe,DD/MM/YYYY
Indian/Mauritius,DD/MM/YYYY
Indian/Reunion,DD/MM/YYYY
NET,DD/MM/YYYY
Asia/Kabul,DD/MM/YYYY
Asia/Aqtobe,DD/MM/YYYY
Asia/Ashgabat,DD/MM/YYYY
Asia/Ashkhabad,DD/MM/YYYY
Asia/Bishkek,DD/MM/YYYY
Asia/Dushanbe,DD/MM/YYYY
Asia/Karachi,DD/MM/YYYY
Asia/Samarkand,DD/MM/YYYY
Asia/Tashkent,DD/MM/YYYY
Asia/Yekaterinburg,DD/MM/YYYY
Etc/GMT-5,DD/MM/YYYY
Indian/Kerguelen,DD/MM/YYYY
Indian/Maldives,DD/MM/YYYY
PLT,DD/MM/YYYY
Asia/Calcutta,DD/MM/YYYY
IST,DD/MM/YYYY
Asia/Katmandu,DD/MM/YYYY
Antarctica/Mawson,DD/MM/YYYY
Antarctica/Vostok,DD/MM/YYYY
Asia/Almaty,DD/MM/YYYY
Asia/Colombo,DD/MM/YYYY
Asia/Dacca,DD/MM/YYYY
Asia/Dhaka,DD/MM/YYYY
Asia/Novosibirsk,DD/MM/YYYY
Asia/Omsk,DD/MM/YYYY
Asia/Qyzylorda,DD/MM/YYYY
Asia/Thimbu,DD/MM/YYYY
Asia/Thimphu,DD/MM/YYYY
BST,DD/MM/YYYY
Etc/GMT-6,DD/MM/YYYY
Indian/Chagos,DD/MM/YYYY
Asia/Rangoon,DD/MM/YYYY
Indian/Cocos,DD/MM/YYYY
Antarctica/Davis,DD/MM/YYYY
Asia/Bangkok,DD/MM/YYYY
Asia/Hovd,DD/MM/YYYY
Asia/Jakarta,DD/MM/YYYY
Asia/Krasnoyarsk,DD/MM/YYYY
Asia/Phnom_Penh,DD/MM/YYYY
Asia/Pontianak,DD/MM/YYYY
Asia/Saigon,DD/MM/YYYY
Asia/Vientiane,DD/MM/YYYY
Etc/GMT-7,DD/MM/YYYY
Indian/Christmas,DD/MM/YYYY
VST,DD/MM/YYYY
Antarctica/Casey,DD/MM/YYYY
Asia/Brunei,DD/MM/YYYY
Asia/Chongqing,DD/MM/YYYY
Asia/Chungking,DD/MM/YYYY
Asia/Harbin,DD/MM/YYYY
Asia/Hong_Kong,DD/MM/YYYY
Asia/Irkutsk,DD/MM/YYYY
Asia/Kashgar,DD/MM/YYYY
Asia/Kuala_Lumpur,DD/MM/YYYY
Asia/Kuching,DD/MM/YYYY
Asia/Macao,DD/MM/YYYY
Asia/Macau,DD/MM/YYYY
Asia/Makassar,DD/MM/YYYY
Asia/Manila,DD/MM/YYYY
Asia/Shanghai,DD/MM/YYYY
Asia/Singapore,DD/MM/YYYY
Asia/Taipei,DD/MM/YYYY
Asia/Ujung_Pandang,DD/MM/YYYY
Asia/Ulaanbaatar,DD/MM/YYYY
Asia/Ulan_Bator,DD/MM/YYYY
Asia/Urumqi,DD/MM/YYYY
Australia/Perth,DD/MM/YYYY
Australia/West,DD/MM/YYYY
CTT,DD/MM/YYYY
Etc/GMT-8,DD/MM/YYYY
Hongkong,DD/MM/YYYY
PRC,DD/MM/YYYY
Singapore,DD/MM/YYYY
Asia/Choibalsan,DD/MM/YYYY
Asia/Dili,DD/MM/YYYY
Asia/Jayapura,DD/MM/YYYY
Asia/Pyongyang,DD/MM/YYYY
Asia/Seoul,DD/MM/YYYY
Asia/Tokyo,DD/MM/YYYY
Asia/Yakutsk,DD/MM/YYYY
Etc/GMT-9,DD/MM/YYYY
JST,DD/MM/YYYY
Japan,DD/MM/YYYY
Pacific/Palau,DD/MM/YYYY
ROK,DD/MM/YYYY
ACT,DD/MM/YYYY
Australia/Adelaide,DD/MM/YYYY
Australia/Broken_Hill,DD/MM/YYYY
Australia/Darwin,DD/MM/YYYY
Australia/North,DD/MM/YYYY
Australia/South,DD/MM/YYYY
Australia/Yancowinna,DD/MM/YYYY
AET,DD/MM/YYYY
Antarctica/DumontDUrville,DD/MM/YYYY
Asia/Sakhalin,DD/MM/YYYY
Asia/Vladivostok,DD/MM/YYYY
Australia/ACT,DD/MM/YYYY
Australia/Brisbane,DD/MM/YYYY
Australia/Canberra,DD/MM/YYYY
Australia/Hobart,DD/MM/YYYY
Australia/Lindeman,DD/MM/YYYY
Australia/Melbourne,DD/MM/YYYY
Australia/NSW,DD/MM/YYYY
Australia/Queensland,DD/MM/YYYY
Australia/Sydney,DD/MM/YYYY
Australia/Tasmania,DD/MM/YYYY
Australia/Victoria,DD/MM/YYYY
Etc/GMT-10,DD/MM/YYYY
Pacific/Guam,DD/MM/YYYY
Pacific/Port_Moresby,DD/MM/YYYY
Pacific/Saipan,DD/MM/YYYY
Pacific/Truk,DD/MM/YYYY
Pacific/Yap,DD/MM/YYYY
Australia/LHI,DD/MM/YYYY
Australia/Lord_Howe,DD/MM/YYYY
Asia/Magadan,DD/MM/YYYY
Etc/GMT-11,DD/MM/YYYY
Pacific/Efate,DD/MM/YYYY
Pacific/Guadalcanal,DD/MM/YYYY
Pacific/Kosrae,DD/MM/YYYY
Pacific/Noumea,DD/MM/YYYY
Pacific/Ponape,DD/MM/YYYY
SST,DD/MM/YYYY
Pacific/Norfolk,DD/MM/YYYY
Antarctica/McMurdo,DD/MM/YYYY
Antarctica/South_Pole,DD/MM/YYYY
Asia/Anadyr,DD/MM/YYYY
Asia/Kamchatka,DD/MM/YYYY
Etc/GMT-12,DD/MM/YYYY
Kwajalein,DD/MM/YYYY
NST,DD/MM/YYYY
NZ,DD/MM/YYYY
Pacific/Auckland,DD/MM/YYYY
Pacific/Fiji,DD/MM/YYYY
Pacific/Funafuti,DD/MM/YYYY
Pacific/Kwajalein,DD/MM/YYYY
Pacific/Majuro,DD/MM/YYYY
Pacific/Nauru,DD/MM/YYYY
Pacific/Tarawa,DD/MM/YYYY
Pacific/Wake,DD/MM/YYYY
Pacific/Wallis,DD/MM/YYYY
NZ-CHAT,DD/MM/YYYY
Pacific/Chatham,DD/MM/YYYY
Etc/GMT-13,DD/MM/YYYY
Pacific/Enderbury,DD/MM/YYYY
Pacific/Tongatapu,DD/MM/YYYY
Etc/GMT-14,DD/MM/YYYY
Pacific/Kiritimati,DD/MM/YYYY
